count,first_name,last_name,salary,from_date,title
19255,Oscal,Validov,69800,1997-10-11,Engineer
19255,Mara,Roccetti,97270,1997-10-11,Engineer
19255,Lein,Erva,92544,1997-10-11,Engineer
15562,Richard,Castellani,48609,1997-10-11,Senior Staff
17923,Kristinn,Koshino,75034,1997-10-11,Staff
17923,Felicidad,Czap,41280,1997-10-11,Staff
15562,Shim,Pokrovskii,65418,1997-10-11,Senior Staff
15562,Freyja,Gire,53922,1997-10-11,Senior Staff
15562,Leah,Stellhorn,68500,1997-10-11,Senior Staff
15562,Mohamadou,Gecseg,70560,1997-10-11,Senior Staff
17923,Sailaja,Kobuchi,40535,1997-10-10,Staff
15562,Florian,Majewski,70567,1997-10-10,Senior Staff
17923,Sachio,England,54562,1997-10-10,Staff
17923,Zejun,Dengi,61464,1997-10-10,Staff
17923,Yongmao,Mukaidono,67930,1997-10-10,Staff
2568,Takahiro,Lanteri,56659,1997-10-10,Assistant Engineer
16433,Genta,Erie,52145,1997-10-10,Senior Engineer
16433,Satoru,Nations,80799,1997-10-10,Senior Engineer
19255,Kwangyoen,McClure,65558,1997-10-10,Engineer
2568,Chikako,Homond,90429,1997-10-10,Assistant Engineer
19255,Ekawit,Erez,84104,1997-10-10,Engineer
2566,Jeanne,Thorelli,87934,1997-10-10,Technique Leader
15562,Mooi,Luan,70312,1997-10-09,Senior Staff
15562,Marl,Back,97140,1997-10-09,Senior Staff
15562,Bokyung,Snyers,79280,1997-10-09,Senior Staff
15562,Masoud,Duclos,83395,1997-10-09,Senior Staff
17923,Serif,Rebaine,72216,1997-10-09,Staff
15562,Kiam,Antonakopoulos,57650,1997-10-09,Senior Staff
15562,Elgin,Kushner,57231,1997-10-09,Senior Staff
15562,Jiang,Chepyzhov,61201,1997-10-09,Senior Staff
2568,Hitofumi,Selenyi,65288,1997-10-09,Assistant Engineer
16433,Xuejun,Piancastelli,72389,1997-10-09,Senior Engineer
16433,Youngkon,Janocha,75101,1997-10-09,Senior Engineer
16433,Angus,Rando,42845,1997-10-09,Senior Engineer
16433,Ferdinand,Krupka,45479,1997-10-09,Senior Engineer
19255,Nikolaus,Highland,51874,1997-10-09,Engineer
16433,Tzu,Dayang,67182,1997-10-09,Senior Engineer
19255,Jiong,Ghemri,87611,1997-10-09,Engineer
19255,Tayeb,Ginneken,72818,1997-10-09,Engineer
19255,Mohammad,Zhang,47798,1997-10-09,Engineer
16433,Rimli,Baaz,87827,1997-10-08,Senior Engineer
16433,Boalin,Gajiwala,62185,1997-10-08,Senior Engineer
16433,Qingxiang,Chartres,58062,1997-10-08,Senior Engineer
19255,Uta,Haddadi,57890,1997-10-08,Engineer
19255,Shaowei,Spataro,70735,1997-10-08,Engineer
2566,Shaw,Mitchem,57641,1997-10-08,Technique Leader
15562,Ottavia,Perna,81004,1997-10-08,Senior Staff
15562,Fay,Kohling,75871,1997-10-08,Senior Staff
17923,Mooi,Portugali,62735,1997-10-08,Staff
17923,Sanjai,Velasco,62659,1997-10-08,Staff
15562,Pragnesh,Hofstetter,69582,1997-10-08,Senior Staff
15562,Lech,Bael,73675,1997-10-08,Senior Staff
15562,Badri,Chiola,80083,1997-10-08,Senior Staff
15562,Vugranam,Skrikant,78572,1997-10-08,Senior Staff
17923,Stepehn,Kavvadias,54048,1997-10-08,Staff
15562,Holgard,Schlenzig,67625,1997-10-07,Senior Staff
15562,Shigenori,Pollacia,70030,1997-10-07,Senior Staff
15562,Utz,Maliniak,102271,1997-10-07,Senior Staff
17923,Licheng,Klassen,60630,1997-10-07,Staff
19255,Hirochika,Vandervoorde,45088,1997-10-07,Engineer
16433,Atreyi,Schwaller,79088,1997-10-07,Senior Engineer
19255,Annemarie,Monkewich,86121,1997-10-07,Engineer
19255,Katsuo,Farrag,86715,1997-10-07,Engineer
16433,Berto,Hasenauer,76991,1997-10-07,Senior Engineer
19255,Sivanarayana,Rodite,46081,1997-10-07,Engineer
19255,Frazer,Vieth,53293,1997-10-07,Engineer
19255,Marjo,Deverell,71528,1997-10-07,Engineer
19255,Jaewon,Diderrich,72633,1997-10-07,Engineer
16433,DAIDA,Leijenhorst,77607,1997-10-07,Senior Engineer
16433,Radhia,Dulli,64754,1997-10-07,Senior Engineer
19255,Bader,Denis,90211,1997-10-06,Engineer
16433,Jagoda,Benzmuller,58117,1997-10-06,Senior Engineer
19255,Mototsugu,Gustavson,76449,1997-10-06,Engineer
19255,Alagu,Auria,93683,1997-10-06,Engineer
2568,Divine,Ranst,57083,1997-10-06,Assistant Engineer
16433,Jianhua,Fetvedt,83012,1997-10-06,Senior Engineer
19255,Conrado,Tischendorf,73785,1997-10-06,Engineer
15562,Akhilish,Quadeer,63150,1997-10-06,Senior Staff
15562,Gill,Ducloy,56134,1997-10-06,Senior Staff
17923,Aiichiro,Shihab,60580,1997-10-06,Staff
15562,Leni,Yetto,67635,1997-10-06,Senior Staff
15562,Yannik,Perry,49363,1997-10-06,Senior Staff
15562,Sariel,Reinhard,66454,1997-10-06,Senior Staff
17923,Mohan,Schlumberger,74065,1997-10-05,Staff
17923,Nathan,Kobuchi,85671,1997-10-05,Staff
17923,Martins,Asser,41591,1997-10-05,Staff
15562,Dietrich,Zirintsis,41477,1997-10-05,Senior Staff
15562,Doowon,Narahara,74483,1997-10-05,Senior Staff
17923,Radhakrishnan,Smeets,51537,1997-10-05,Staff
15562,Huan,Kitai,80057,1997-10-05,Senior Staff
19255,Xinyu,Ashish,51203,1997-10-05,Engineer
2568,Janche,Attimonelli,70260,1997-10-05,Assistant Engineer
2568,Almudena,Vidal,95614,1997-10-05,Assistant Engineer
16433,Jungsoon,Siegrist,56989,1997-10-05,Senior Engineer
16433,Chenye,Glinert,68740,1997-10-05,Senior Engineer
16433,Miyeon,Cheshire,50544,1997-10-05,Senior Engineer
2568,Jayson,Gerlach,49931,1997-10-05,Assistant Engineer
19255,Geoff,Litvinov,41223,1997-10-05,Engineer
19255,Foong,Badache,42331,1997-10-05,Engineer
19255,Remko,Ulupinar,54570,1997-10-05,Engineer
19255,Heekeun,Peltason,81800,1997-10-05,Engineer
19255,Duangkaew,Bresenham,70267,1997-10-05,Engineer
19255,Xuedong,Murtafg,88832,1997-10-04,Engineer
19255,Elzbieta,Petereit,56766,1997-10-04,Engineer
16433,Chinya,Leaver,76335,1997-10-04,Senior Engineer
16433,Ymte,Marletta,41541,1997-10-04,Senior Engineer
2568,Hidefumi,Luef,40751,1997-10-04,Assistant Engineer
19255,Kersti,Mawatari,73951,1997-10-04,Engineer
19255,Teruyuki,Falby,46353,1997-10-04,Engineer
2568,Jasminko,Suwa,49034,1997-10-04,Assistant Engineer
16433,Dzung,Compeau,79710,1997-10-04,Senior Engineer
17923,Jackson,Spelt,77502,1997-10-04,Staff
17923,Phillip,Boguraev,99798,1997-10-04,Staff
15562,Shaunak,Pollock,91429,1997-10-04,Senior Staff
15562,Hironoby,Norsworthy,73103,1997-10-04,Senior Staff
15562,Haldun,Chandrasekhar,69373,1997-10-04,Senior Staff
17923,Siddarth,Setiz,70624,1997-10-04,Staff
15562,Hirochika,Merro,64290,1997-10-03,Senior Staff
15562,Yakichi,Rattan,66223,1997-10-03,Senior Staff
15562,Rayond,Underwood,49333,1997-10-03,Senior Staff
15562,Erez,Erbe,43024,1997-10-03,Senior Staff
15562,Leif,Lunn,104353,1997-10-03,Senior Staff
15562,Neven,Georgakopoulos,57849,1997-10-03,Senior Staff
15562,Chuanyi,Maierhofer,64057,1997-10-03,Senior Staff
17923,Suebskul,Mundy,43834,1997-10-03,Staff
17923,Piyush,Leonhardt,46627,1997-10-03,Staff
17923,Arne,Molenaar,78908,1997-10-03,Staff
19255,Leandro,Monkewich,90117,1997-10-03,Engineer
16433,Alper,Muhling,61658,1997-10-03,Senior Engineer
16433,Kazuhide,Camurati,78905,1997-10-03,Senior Engineer
19255,Leen,Kopetz,40486,1997-10-03,Engineer
16433,Lalit,Emmart,92713,1997-10-02,Senior Engineer
16433,Kaijung,Ratnakar,64054,1997-10-02,Senior Engineer
19255,Rimon,Staylopatis,82164,1997-10-02,Engineer
16433,Gianluca,Melton,48025,1997-10-02,Senior Engineer
19255,Rosalyn,Hemaspaandra,43772,1997-10-02,Engineer
15562,Inderjeet,Stafford,68342,1997-10-02,Senior Staff
15562,Abdelghani,Miyakawa,62873,1997-10-02,Senior Staff
15562,Heekeun,Shobatake,42419,1997-10-02,Senior Staff
15562,Manohar,Ranum,69252,1997-10-02,Senior Staff
15562,Tru,Businaro,85101,1997-10-02,Senior Staff
17923,Byong,Maliniak,82749,1997-10-02,Staff
15562,Xiaoheng,Quadeer,48945,1997-10-02,Senior Staff
17923,Barun,Baalen,47411,1997-10-02,Staff
17923,Aron,Harbusch,50453,1997-10-02,Staff
2566,Mabhin,Soloway,44348,1997-10-02,Technique Leader
2566,Vasilii,Pezzoli,53841,1997-10-01,Technique Leader
16433,Taizo,Zeleznik,100599,1997-10-01,Senior Engineer
16433,Chikako,Ranka,71360,1997-10-01,Senior Engineer
19255,Flemming,Zschoche,88540,1997-10-01,Engineer
16433,Atreye,Thiran,56118,1997-10-01,Senior Engineer
19255,Becky,Rattan,65962,1997-10-01,Engineer
16433,Shaw,Minakawa,67557,1997-10-01,Senior Engineer
16433,Kazuhiko,Smeets,80940,1997-10-01,Senior Engineer
2568,Srinidhi,Katzenelson,73205,1997-10-01,Assistant Engineer
17923,Xuejun,Bahk,100285,1997-10-01,Staff
17923,Hideyuki,Demke,84775,1997-10-01,Staff
17923,Ingemar,Mitina,63073,1997-10-01,Staff
17923,Yinghua,Erie,46290,1997-10-01,Staff
15562,Heping,Rathonyi,51968,1997-10-01,Senior Staff
15562,Yechiam,Spelt,47268,1997-10-01,Senior Staff
15562,Yongmao,Swen,65204,1997-10-01,Senior Staff
15562,Kwangsub,Verhoeff,46530,1997-10-01,Senior Staff
15562,Boutros,Ertl,68197,1997-10-01,Senior Staff
15562,Nikolaos,Aloia,60644,1997-10-01,Senior Staff
17923,Parviz,Braunmuhl,79975,1997-10-01,Staff
17923,Gunilla,Serna,66829,1997-09-30,Staff
17923,Gal,Garrabrants,62333,1997-09-30,Staff
15562,Tomofumi,Heuser,88410,1997-09-30,Senior Staff
15562,Huei,Baig,90400,1997-09-30,Senior Staff
15562,Kyoichi,Kriebel,61842,1997-09-30,Senior Staff
2566,Tristan,Hofmeyr,51772,1997-09-30,Technique Leader
19255,Yuguang,Sanella,107775,1997-09-30,Engineer
19255,Shuzo,Suri,85297,1997-09-30,Engineer
16433,Sasan,Speer,90627,1997-09-30,Senior Engineer
16433,Debaprosad,Kropf,54566,1997-09-30,Senior Engineer
16433,Zhaofang,Bernardeschi,107177,1997-09-30,Senior Engineer
16433,Srinidhi,Azulay,98783,1997-09-30,Senior Engineer
2568,Guiseppe,Linnainmaa,57270,1997-09-30,Assistant Engineer
16433,Constantijn,Merro,92493,1997-09-30,Senior Engineer
16433,Moie,Hutton,82191,1997-09-29,Senior Engineer
19255,Gurbir,Feldmann,42921,1997-09-29,Engineer
16433,Heeju,Mitina,77658,1997-09-29,Senior Engineer
16433,Guther,Lodder,48997,1997-09-29,Senior Engineer
19255,Make,Gronowski,42262,1997-09-29,Engineer
19255,Yahiko,Jahnichen,68091,1997-09-29,Engineer
19255,Howell,Gonthier,55230,1997-09-29,Engineer
19255,Steen,Bashian,94487,1997-09-29,Engineer
19255,Geraldo,Pappas,75932,1997-09-29,Engineer
16433,Kiyotoshi,Mattern,76626,1997-09-29,Senior Engineer
19255,Margo,Pearson,62021,1997-09-29,Engineer
19255,Falguni,Michaels,64105,1997-09-29,Engineer
16433,Mona,Beerel,40640,1997-09-29,Senior Engineer
15562,Patricia,Spieker,55294,1997-09-29,Senior Staff
17923,Chaitali,Oppitz,62071,1997-09-29,Staff
15562,Anneli,Gecseg,50514,1997-09-29,Senior Staff
17923,Geoffrey,Daescu,78596,1997-09-29,Staff
15562,Cullen,Lieberherr,92302,1997-09-29,Senior Staff
15562,Ziyad,Boudaillier,84095,1997-09-29,Senior Staff
15562,Marin,Matheson,47098,1997-09-28,Senior Staff
17923,Keung,Czaja,50420,1997-09-28,Staff
15562,Mayumi,Usdin,59978,1997-09-28,Senior Staff
17923,Susanne,Peak,59887,1997-09-28,Staff
17923,Aran,Eastman,72392,1997-09-28,Staff
15562,Sadegh,Rothe,41756,1997-09-28,Senior Staff
15562,Goh,Murtagh,79892,1997-09-28,Senior Staff
15562,Shir,Rosis,90155,1997-09-28,Senior Staff
15562,Bingning,Bridgland,71074,1997-09-28,Senior Staff
15562,Danco,Christ,101698,1997-09-28,Senior Staff
16433,Christoper,Kroll,41271,1997-09-28,Senior Engineer
16433,Koichi,Himler,77342,1997-09-28,Senior Engineer
16433,Jongsuk,Cooke,42664,1997-09-28,Senior Engineer
16433,Moriyoshi,Birch,45520,1997-09-28,Senior Engineer
16433,Heping,Veccia,41343,1997-09-28,Senior Engineer
16433,Serif,Miculan,43966,1997-09-28,Senior Engineer
19255,Hitomi,Borstler,82666,1997-09-28,Engineer
16433,Bedrich,Stemann,62480,1997-09-28,Senior Engineer
16433,Woody,Rodiger,66884,1997-09-28,Senior Engineer
19255,Shai,Picht,68835,1997-09-28,Engineer
16433,Shuho,Schwartzburd,45570,1997-09-27,Senior Engineer
16433,Gadiel,Janocha,80526,1997-09-27,Senior Engineer
16433,Ulf,Masand,50923,1997-09-27,Senior Engineer
15562,Youpyo,Babb,53917,1997-09-27,Senior Staff
17923,Youpyo,Ciolek,65792,1997-09-27,Staff
17923,Steve,Chinal,73838,1997-09-27,Staff
17923,Marjo,Kowalchuk,47313,1997-09-27,Staff
17923,Adin,Boguraev,73003,1997-09-27,Staff
15562,Diederik,Chenoweth,79700,1997-09-27,Senior Staff
15562,Katsuyuki,Mullainathan,81511,1997-09-27,Senior Staff
15562,Mostafa,Molenaar,52183,1997-09-27,Senior Staff
15562,Rosalyn,Shrader,108923,1997-09-27,Senior Staff
15562,Fumitake,Oaver,64691,1997-09-27,Senior Staff
17923,Uma,Chenoweth,57732,1997-09-26,Staff
17923,Shen,Francisci,67160,1997-09-26,Staff
15562,Surveyors,Mateescu,90184,1997-09-26,Senior Staff
15562,Sachin,Zaccaria,45044,1997-09-26,Senior Staff
15562,Remzi,Glinert,56037,1997-09-26,Senior Staff
15562,Kristen,Baig,90851,1997-09-26,Senior Staff
15562,Masadi,Kusakabe,46642,1997-09-26,Senior Staff
15562,Franziska,Peac,62239,1997-09-26,Senior Staff
15562,Rutger,Denti,49024,1997-09-26,Senior Staff
17923,Alselm,Ghazalie,51998,1997-09-26,Staff
2568,Yahiko,Businaro,42216,1997-09-26,Assistant Engineer
16433,Alexius,Lowrie,90016,1997-09-26,Senior Engineer
16433,Takushi,Erde,62037,1997-09-26,Senior Engineer
16433,Sandeepan,Leslie,67168,1997-09-26,Senior Engineer
16433,Wilmer,Meriste,88054,1997-09-26,Senior Engineer
19255,Annemarie,Swiss,65979,1997-09-26,Engineer
19255,Adil,Bisiani,42743,1997-09-26,Engineer
19255,Cristinel,Krybus,78558,1997-09-26,Engineer
19255,Masaki,Feldmann,73454,1997-09-26,Engineer
19255,Hinrich,Jayawardene,56034,1997-09-26,Engineer
19255,Jianwen,Zuberek,76805,1997-09-26,Engineer
16433,Uli,Mersereau,63544,1997-09-25,Senior Engineer
19255,Amalendu,Terkki,91958,1997-09-25,Engineer
16433,Alois,Dalphin,46520,1997-09-25,Senior Engineer
16433,Filipe,Kulisch,93552,1997-09-25,Senior Engineer
16433,Ekawit,Rijsenbrij,100313,1997-09-25,Senior Engineer
19255,Horward,Masaki,66326,1997-09-25,Engineer
16433,Keiichiro,Keustermans,64311,1997-09-25,Senior Engineer
16433,Mohua,Callaway,82356,1997-09-25,Senior Engineer
2568,Mohit,Bergere,63851,1997-09-25,Assistant Engineer
16433,Nikolaus,Ozeri,58856,1997-09-25,Senior Engineer
15562,Masoud,Beeson,93342,1997-09-25,Senior Staff
17923,Akemi,Sundgren,48570,1997-09-25,Staff
15562,Shin,Sooriamurthi,95062,1997-09-25,Senior Staff
17923,Dante,Rosis,63059,1997-09-25,Staff
17923,Chinhyun,Anily,44034,1997-09-25,Staff
17923,Uinam,Lovengreen,84802,1997-09-25,Staff
15562,Candida,Zolotykh,57584,1997-09-25,Senior Staff
15562,Heekeun,Pocchiola,83109,1997-09-25,Senior Staff
15562,Elgin,Alpay,53555,1997-09-25,Senior Staff
2566,Jaihie,Braunmuhl,73670,1997-09-25,Technique Leader
2566,Arno,Vendrig,50166,1997-09-25,Technique Leader
2566,Suebskul,Sherertz,75608,1997-09-25,Technique Leader
19255,Youjian,Sidje,66336,1997-09-24,Engineer
19255,Naftaly,Rajaraman,73706,1997-09-24,Engineer
16433,Saeed,Frezza,46635,1997-09-24,Senior Engineer
19255,Kensyu,Smailagic,46675,1997-09-24,Engineer
19255,Toshimi,Beerel,51701,1997-09-24,Engineer
16433,Gopalakrishnan,Wolniewicz,63031,1997-09-24,Senior Engineer
19255,Amstein,Cappelli,40893,1997-09-24,Engineer
17923,Arlette,Wegerle,83008,1997-09-24,Staff
17923,Mona,Michaeli,55936,1997-09-24,Staff
17923,Poornachandra,Sudbeck,70681,1997-09-24,Staff
17923,Adam,Wilharm,44330,1997-09-24,Staff
17923,Miyeon,Lampe,65563,1997-09-24,Staff
17923,Chanjung,Himler,61713,1997-09-24,Staff
17923,Kshitij,Lipner,64865,1997-09-24,Staff
15562,Candida,Hanratty,40441,1997-09-24,Senior Staff
15562,Rafail,Chaudhuri,85786,1997-09-24,Senior Staff
15562,Rosli,Babu,59441,1997-09-24,Senior Staff
17923,Bedir,Krybus,91847,1997-09-23,Staff
17923,Toong,Brender,89971,1997-09-23,Staff
15562,Jianhao,Thiria,88214,1997-09-23,Senior Staff
15562,Jingling,Pramanik,82199,1997-09-23,Senior Staff
15562,Przemyslawa,Kolinko,86392,1997-09-23,Senior Staff
15562,Gregory,Lenart,69144,1997-09-23,Senior Staff
15562,Pantung,Stanger,63364,1997-09-23,Senior Staff
17923,Jeanne,Yoshimura,58550,1997-09-23,Staff
17923,Aksel,Heering,68729,1997-09-23,Staff
19255,Sanjeeva,Uehara,71389,1997-09-23,Engineer
19255,Yonghoan,Trogemann,90614,1997-09-23,Engineer
16433,Kasturi,Pramanik,48704,1997-09-23,Senior Engineer
16433,Shay,Anandan,47771,1997-09-23,Senior Engineer
16433,Kristof,Montemayor,42210,1997-09-22,Senior Engineer
19255,Evgueni,Camurati,51113,1997-09-22,Engineer
16433,Radhakrishnan,Condotta,76267,1997-09-22,Senior Engineer
16433,Ulf,Zeleznik,91548,1997-09-22,Senior Engineer
16433,Shmuel,Rassart,103811,1997-09-22,Senior Engineer
16433,Hitofumi,Huxford,64831,1997-09-22,Senior Engineer
17923,Sanjiv,Kroha,97486,1997-09-22,Staff
15562,Fumitaka,Panangaden,84018,1997-09-22,Senior Staff
15562,Minghong,Schaar,42238,1997-09-22,Senior Staff
17923,Lubomir,Bennet,56855,1997-09-21,Staff
17923,Babette,Eugenio,84029,1997-09-21,Staff
15562,Licheng,Porenta,83353,1997-09-21,Senior Staff
15562,Yannis,Cronau,63670,1997-09-21,Senior Staff
15562,Joydip,Vidal,74137,1997-09-21,Senior Staff
17923,Filipp,Middleton,86017,1997-09-21,Staff
17923,Jamaludin,Nitsche,86440,1997-09-21,Staff
19255,Mohamadou,Munoz,40194,1997-09-21,Engineer
16433,Shahab,Shokrollahi,69809,1997-09-21,Senior Engineer
16433,Shih,Birsak,61105,1997-09-21,Senior Engineer
16433,Zissis,Honglei,40279,1997-09-21,Senior Engineer
19255,Angel,Monarch,44303,1997-09-21,Engineer
2568,Krisda,Casley,76982,1997-09-21,Assistant Engineer
19255,Nigel,Rodham,65064,1997-09-20,Engineer
16433,Mansur,Ushiama,75446,1997-09-20,Senior Engineer
19255,Miomir,Prenel,88987,1997-09-20,Engineer
16433,Saniya,Janetzko,40244,1997-09-20,Senior Engineer
19255,Chanjung,Milicia,49826,1997-09-20,Engineer
16433,Toong,Khamsi,45954,1997-09-20,Senior Engineer
16433,Mayumi,Bharadwaj,102368,1997-09-20,Senior Engineer
19255,Zhensheng,Ladret,40719,1997-09-20,Engineer
19255,Arunas,Pesch,102909,1997-09-20,Engineer
19255,Mona,Lagarias,65466,1997-09-20,Engineer
16433,Moie,Kaltofen,72159,1997-09-20,Senior Engineer
17923,Pantung,Papastamatiou,97489,1997-09-20,Staff
15562,Dhritiman,Desikan,75751,1997-09-20,Senior Staff
15562,Pramod,Masada,40026,1997-09-20,Senior Staff
15562,Leni,Miyakawa,93526,1997-09-19,Senior Staff
15562,Shunichi,Barinka,46124,1997-09-19,Senior Staff
15562,Lijia,Bouloucos,105368,1997-09-19,Senior Staff
15562,Khalid,Muhling,58583,1997-09-19,Senior Staff
17923,Gil,Minakawa,48183,1997-09-19,Staff
17923,Magdalena,Fabrizio,43412,1997-09-19,Staff
15562,Mara,Thiria,75764,1997-09-19,Senior Staff
2566,Rosita,Carrere,87280,1997-09-19,Technique Leader
2566,Yannis,Katalagarianos,86451,1997-09-19,Technique Leader
19255,Qunsheng,Poehlman,67411,1997-09-19,Engineer
19255,Huan,Dengi,66681,1997-09-19,Engineer
19255,Katsuyuki,Whitcomb,63211,1997-09-19,Engineer
19255,JoAnna,Picco,52086,1997-09-19,Engineer
16433,Horward,Rodiger,76614,1997-09-19,Senior Engineer
19255,Sariel,Nergos,59335,1997-09-19,Engineer
19255,Cordelia,Ohori,50275,1997-09-19,Engineer
16433,Uta,Gill,69274,1997-09-19,Senior Engineer
19255,Gil,Pettey,68820,1997-09-19,Engineer
16433,Weiyi,Cusworth,40150,1997-09-18,Senior Engineer
19255,Phillip,Coors,45081,1997-09-18,Engineer
19255,Srinidhi,Prenel,46096,1997-09-18,Engineer
19255,Salvador,Lundstrom,57154,1997-09-18,Engineer
17923,Shan,Jullig,66976,1997-09-18,Staff
17923,Feipei,Sommer,53659,1997-09-18,Staff
17923,Krassimir,Junet,48100,1997-09-18,Staff
15562,Piyawadee,Kusakabe,66156,1997-09-18,Senior Staff
15562,Candida,Salverda,69649,1997-09-18,Senior Staff
15562,Fumiya,Unno,49239,1997-09-18,Senior Staff
15562,Tetsushi,Piveteau,71838,1997-09-18,Senior Staff
15562,Jacopo,Mayerwieser,104556,1997-09-18,Senior Staff
15562,Eben,Bellmore,82365,1997-09-18,Senior Staff
2566,Arunas,Lenart,75372,1997-09-18,Technique Leader
16433,Shao,Milicia,46920,1997-09-17,Senior Engineer
16433,Akeno,Kowalchuk,45878,1997-09-17,Senior Engineer
16433,Mototsugu,Lodder,57922,1997-09-17,Senior Engineer
16433,Mong,Hooghiemstra,84476,1997-09-17,Senior Engineer
16433,Uma,Kohling,42097,1997-09-17,Senior Engineer
19255,Satosi,Comellas,44968,1997-09-17,Engineer
19255,Willard,Meriste,48801,1997-09-17,Engineer
19255,Marjo,Walston,59366,1997-09-17,Engineer
17923,Anneli,Egerstedt,58239,1997-09-17,Staff
15562,Ayonca,Gyimothy,58391,1997-09-17,Senior Staff
17923,Venkatesan,Rathonyi,95901,1997-09-17,Staff
15562,Shunichi,Katiyar,41804,1997-09-17,Senior Staff
17923,Zhongwei,Schaap,83743,1997-09-17,Staff
17923,Kristof,Stenning,49494,1997-09-17,Staff
17923,Arra,Servi,49907,1997-09-17,Staff
17923,Arunas,McClurg,62816,1997-09-17,Staff
17923,Ayonca,Janocha,94303,1997-09-16,Staff
15562,Arunas,Osgood,53239,1997-09-16,Senior Staff
15562,Kristinn,Middleton,63567,1997-09-16,Senior Staff
15562,Niteen,Rosiles,58075,1997-09-16,Senior Staff
15562,Saddek,Poupard,74557,1997-09-16,Senior Staff
17923,Sverrir,Deville,92999,1997-09-16,Staff
17923,Marek,Dymetman,43626,1997-09-16,Staff
17923,Chenyi,Ulupinar,67527,1997-09-16,Staff
17923,Volkmar,Nyrup,69703,1997-09-16,Staff
17923,Brewster,Biran,59832,1997-09-16,Staff
19255,Shen,Vural,86090,1997-09-16,Engineer
19255,Alagu,Mitzlaff,51744,1997-09-16,Engineer
16433,Gaurav,Trumbly,47985,1997-09-16,Senior Engineer
16433,Georg,Chaudhury,77875,1997-09-16,Senior Engineer
16433,Reuven,Szmurlo,91241,1997-09-16,Senior Engineer
19255,Nalini,Nitto,52123,1997-09-16,Engineer
19255,Stevo,Lalonde,75970,1997-09-16,Engineer
19255,Spyrose,Janocha,83043,1997-09-16,Engineer
19255,Saeed,Khasidashvili,79351,1997-09-16,Engineer
19255,Tristan,Suermann,55549,1997-09-15,Engineer
16433,Youssef,Mullainathan,97555,1997-09-15,Senior Engineer
16433,Vatsa,Braccini,54466,1997-09-15,Senior Engineer
16433,Stepehn,Henders,46315,1997-09-15,Senior Engineer
16433,Kamakshi,Pramanik,83777,1997-09-15,Senior Engineer
19255,Juichirou,Wuwongse,79822,1997-09-15,Engineer
2566,Aron,Einsfeld,56036,1997-09-15,Technique Leader
2566,Abdelkader,Beetstra,40397,1997-09-15,Technique Leader
17923,Genki,Iisaka,60030,1997-09-15,Staff
15562,Gurbir,Feldmann,40287,1997-09-15,Senior Staff
15562,Marie,Broomell,59069,1997-09-15,Senior Staff
15562,Leon,Cesareni,47118,1997-09-15,Senior Staff
17923,Kazuhide,Christ,69533,1997-09-15,Staff
17923,Radhika,Sidou,73781,1997-09-15,Staff
17923,Ramzi,Dulli,53996,1997-09-15,Staff
15562,Petter,Zhang,68738,1997-09-15,Senior Staff
15562,Gadiel,Orsini,58513,1997-09-14,Senior Staff
17923,Pranas,Bugrara,99588,1997-09-14,Staff
15562,Remzi,Skafidas,75552,1997-09-14,Senior Staff
17923,Munir,Sanella,74516,1997-09-14,Staff
17923,Zhiwei,Braunschweig,67690,1997-09-14,Staff
15562,Sumant,Simmen,75563,1997-09-14,Senior Staff
16433,Fusako,Tagansky,48228,1997-09-14,Senior Engineer
16433,Vugranam,Compeau,62355,1997-09-14,Senior Engineer
19255,Honesty,Pollacia,50117,1997-09-14,Engineer
16433,Along,Nishimukai,43513,1997-09-14,Senior Engineer
16433,Shahab,Rindone,40298,1997-09-14,Senior Engineer
2566,Vishwani,Liedekerke,46354,1997-09-14,Technique Leader
2566,Herbert,Furedi,65370,1997-09-14,Technique Leader
17923,Woody,Takanami,82652,1997-09-13,Staff
15562,Mack,Ananiadou,56602,1997-09-13,Senior Staff
17923,Spyrose,Parascandalo,100551,1997-09-13,Staff
17923,Wonhee,VanScheik,98331,1997-09-13,Staff
19255,Mizuhito,Covnot,45047,1997-09-13,Engineer
19255,Mihalis,Sambasivam,53045,1997-09-13,Engineer
19255,Masaki,Kumaresan,56416,1997-09-13,Engineer
2568,Dulce,Ruther,54756,1997-09-13,Assistant Engineer
16433,Arnould,Plump,80609,1997-09-13,Senior Engineer
19255,Rutger,Ghemri,85510,1997-09-13,Engineer
19255,Vasilii,Gadepally,82202,1997-09-13,Engineer
16433,Chrisa,Simmel,81425,1997-09-13,Senior Engineer
16433,Shigeichiro,Marzano,78963,1997-09-12,Senior Engineer
16433,Boaz,Leslie,75307,1997-09-12,Senior Engineer
16433,Rutger,Koblitz,96502,1997-09-12,Senior Engineer
16433,Toong,Birch,82062,1997-09-12,Senior Engineer
16433,Zdislav,Kaiserswerth,73011,1997-09-12,Senior Engineer
16433,Ebru,Gulla,62268,1997-09-12,Senior Engineer
16433,Ewing,Serra,71172,1997-09-12,Senior Engineer
16433,Leen,Miake,51305,1997-09-12,Senior Engineer
19255,Shahaf,Madeira,40335,1997-09-12,Engineer
19255,Qunsheng,Cheshire,55372,1997-09-12,Engineer
19255,Geraldo,Terkki,89304,1997-09-12,Engineer
15562,Guiseppe,Hertweck,89572,1997-09-12,Senior Staff
15562,Alexius,Boudaillier,47570,1997-09-12,Senior Staff
